asset_id,asset_type,age_days,days_since_last_pm,cumulative_downtime_hours,historical_work_order_count,vibration_rms,operating_temperature_c,power_consumption_kwh,ambient_humidity,thermal_vibration_index,pm_overdue_ratio,downtime_intensity,failed_within_30_days
AST-MED-229,Medical,1623,15,7.6,14,1.76,42.8,6.9,48.5,0.5,0.167,0.14,0
AST-LAB-431,Lab Equipment,1817,146,34.8,6,3.5,67.6,14.6,32.6,1.575,1.622,0.575,0
AST-IT -171,IT Server,856,142,4.1,2,2.72,67.2,15.7,60.1,1.219,1.578,0.144,0
AST-HVA-130,HVAC,45,184,0.0,0,5.55,66.5,31.1,48.5,2.462,2.044,0.0,0
AST-WAT-391,Water Pump,1037,55,18.2,4,1.52,65.3,32.7,57.3,0.664,0.611,0.527,0
AST-GEN-892,Generator,1801,161,83.6,9,5.8,94.3,48.7,60.6,3.649,1.789,1.393,1
AST-GEN-231,Generator,2048,116,79.7,10,4.69,74.6,52.2,53.0,2.33,1.289,1.167,1
AST-GEN-308,Generator,338,107,12.5,2,2.95,78.7,53.9,48.5,1.546,1.189,1.109,0
AST-IT -816,IT Server,168,102,3.0,1,1.11,45.2,18.8,77.1,0.333,1.133,0.536,0
AST-MED-847,Medical,1988,8,11.0,12,1.82,45.5,6.2,29.4,0.553,0.089,0.166,0
AST-LAB-103,Lab Equipment,879,143,39.0,6,3.36,46.2,16.6,40.5,1.033,1.589,1.331,0
AST-GEN-487,Generator,171,86,8.0,1,1.98,72.1,48.2,49.6,0.951,0.956,1.404,0
AST-GEN-738,Generator,2092,204,70.2,12,6.53,94.2,53.9,51.4,4.101,2.267,1.007,1
AST-ELE-394,Elevator,377,187,6.1,1,5.79,73.8,37.9,56.2,2.85,2.078,0.485,0
AST-ELE-584,Elevator,1248,187,21.1,12,5.21,88.0,36.6,60.5,3.056,2.078,0.507,1
AST-LAB-376,Lab Equipment,105,173,0.4,1,4.0,67.4,18.0,56.6,1.797,1.922,0.114,0
AST-LAB-584,Lab Equipment,1532,130,91.9,7,3.43,59.3,16.9,38.7,1.357,1.444,1.8,1
AST-LAB-530,Lab Equipment,594,96,0.4,1,1.56,47.4,12.0,47.4,0.495,1.067,0.02,0
AST-HVA-962,HVAC,1790,213,24.6,11,5.4,90.0,29.1,59.4,3.239,2.367,0.412,1
AST-WAT-140,Water Pump,1033,181,8.8,7,5.71,75.1,35.5,42.3,2.859,2.011,0.256,1
AST-WAT-620,Water Pump,1491,163,96.5,10,8.03,93.5,40.7,47.5,5.007,1.811,1.942,1
AST-WAT-513,Water Pump,1104,106,8.7,6,3.32,66.5,38.7,35.0,1.475,1.178,0.236,0
AST-MED-687,Medical,1864,69,367.4,12,2.74,55.7,9.5,61.6,1.017,0.767,5.913,1
AST-LAB-761,Lab Equipment,2431,54,25.7,17,2.19,47.4,10.0,59.5,0.693,0.6,0.317,0
AST-GEN-701,Generator,2367,174,28.2,12,4.9,98.0,58.8,49.5,3.204,1.933,0.357,1
AST-IT -958,IT Server,2248,182,17.3,11,4.83,72.5,21.4,36.7,2.333,2.022,0.231,1
AST-IT -908,IT Server,346,66,7.2,2,0.87,39.8,13.9,78.7,0.231,0.733,0.624,0
AST-ELE-618,Elevator,1780,9,15.9,13,2.72,64.4,31.4,48.8,1.17,0.1,0.268,0
AST-IT -422,IT Server,1314,4,17.8,4,1.37,51.9,16.6,53.5,0.474,0.044,0.406,0
AST-IT -819,IT Server,880,37,1.6,7,0.8,48.8,14.5,47.9,0.259,0.411,0.055,0
AST-WAT-993,Water Pump,1817,76,107.9,13,4.57,77.8,39.4,51.5,2.368,0.844,1.782,1
AST-GEN-863,Generator,941,152,23.9,9,4.88,82.8,66.1,49.6,2.692,1.689,0.762,1
AST-LAB-203,Lab Equipment,565,26,21.4,4,1.72,40.6,12.9,68.2,0.466,0.289,1.136,0
AST-IT -699,IT Server,2215,207,69.0,17,5.82,74.8,27.8,20.0,2.901,2.3,0.935,1
AST-ELE-987,Elevator,457,85,15.2,3,2.59,57.8,25.1,64.6,0.998,0.944,0.998,0
AST-IT -447,IT Server,963,65,8.3,7,1.21,50.1,16.5,20.0,0.404,0.722,0.259,0
AST-ELE-174,Elevator,777,176,0.6,1,3.96,80.5,32.0,51.3,2.125,1.956,0.023,0
AST-ELE-815,Elevator,699,36,2.1,7,2.14,63.0,27.9,70.0,0.896,0.4,0.09,0
AST-WAT-705,Water Pump,2205,181,160.2,9,6.22,93.8,44.8,55.1,3.89,2.011,2.18,1
AST-LAB-407,Lab Equipment,737,212,8.6,3,5.61,65.3,23.5,70.5,2.44,2.356,0.35,0
AST-ELE-265,Elevator,1426,102,204.7,8,5.19,74.5,28.4,51.2,2.576,1.133,4.306,1
AST-ELE-616,Elevator,2043,17,8.9,14,1.9,64.5,20.5,53.7,0.818,0.189,0.131,0
AST-WAT-613,Water Pump,2185,37,24.3,7,2.23,64.0,36.0,45.0,0.952,0.411,0.334,0
AST-GEN-309,Generator,1874,135,60.7,15,3.61,88.7,43.4,39.1,2.133,1.5,0.972,1
AST-ELE-594,Elevator,266,85,2.6,1,1.6,61.3,29.5,52.0,0.656,0.944,0.293,0
AST-WAT-397,Water Pump,306,100,0.0,0,1.91,52.7,33.2,49.4,0.67,1.111,0.0,0
AST-LAB-814,Lab Equipment,345,188,46.9,3,4.47,70.6,21.2,40.3,2.105,2.089,4.078,1
AST-ELE-361,Elevator,2387,165,136.3,9,7.27,85.2,35.8,38.3,4.128,1.833,1.713,1
AST-MED-578,Medical,2385,154,36.2,6,3.55,61.4,15.7,51.7,1.453,1.711,0.455,0
AST-WAT-377,Water Pump,1633,7,12.3,13,3.12,68.2,33.5,72.0,1.418,0.078,0.226,0
AST-MED-627,Medical,1784,176,34.2,13,4.59,61.5,15.4,60.6,1.884,1.956,0.575,1
AST-MED-680,Medical,1614,50,2.3,7,2.14,43.2,7.1,50.8,0.617,0.556,0.043,0
AST-IT -347,IT Server,45,220,0.0,0,5.02,74.0,22.1,40.6,2.477,2.444,0.0,0
AST-LAB-257,Lab Equipment,854,102,48.4,5,2.78,42.9,12.5,55.0,0.795,1.133,1.7,0
AST-HVA-959,HVAC,2254,16,25.3,8,2.99,71.3,23.8,39.4,1.422,0.178,0.337,0
AST-GEN-527,Generator,372,99,14.0,1,2.5,70.5,33.4,50.5,1.173,1.1,1.129,0
AST-HVA-201,HVAC,1744,83,17.7,7,2.41,60.8,17.5,76.7,0.978,0.922,0.304,0
AST-MED-850,Medical,1871,176,11.4,3,3.93,63.4,16.1,71.6,1.66,1.956,0.183,0
AST-MED-438,Medical,2074,171,163.8,11,5.58,64.7,14.9,52.9,2.406,1.9,2.369,1
AST-LAB-430,Lab Equipment,1372,193,35.1,7,5.18,70.7,23.2,55.4,2.441,2.144,0.767,0
AST-LAB-460,Lab Equipment,439,45,18.3,3,1.45,38.1,17.4,69.2,0.37,0.5,1.251,0
AST-LAB-381,Lab Equipment,53,2,0.0,0,1.17,52.2,14.5,47.3,0.406,0.022,0.0,0
AST-IT -557,IT Server,1412,134,54.9,5,3.35,67.4,20.2,38.6,1.505,1.489,1.166,0
AST-LAB-927,Lab Equipment,2204,220,13.4,10,5.1,77.9,24.7,44.4,2.646,2.444,0.182,1
AST-ELE-158,Elevator,1493,19,223.2,13,4.04,72.3,28.5,64.0,1.947,0.211,4.485,1
AST-MED-361,Medical,1361,28,93.2,12,2.5,45.5,7.8,69.4,0.759,0.311,2.054,0
AST-MED-982,Medical,1269,67,3.1,3,1.32,38.4,7.0,46.7,0.338,0.744,0.073,0
AST-IT -702,IT Server,1964,239,120.9,11,7.24,90.2,23.3,46.8,4.354,2.656,1.847,1
AST-GEN-920,Generator,856,52,186.2,8,4.49,88.1,44.9,44.8,2.638,0.578,6.526,1
AST-IT -536,IT Server,99,132,0.5,1,1.7,62.6,18.6,42.8,0.71,1.467,0.152,0
AST-WAT-425,Water Pump,1954,223,11.3,6,6.04,90.9,38.4,43.3,3.661,2.478,0.173,1
AST-HVA-563,HVAC,111,63,4.7,1,2.7,56.4,17.7,57.4,1.013,0.7,1.27,0
AST-HVA-737,HVAC,1251,208,30.9,8,6.14,90.0,32.2,31.1,3.68,2.311,0.741,1
AST-GEN-317,Generator,2129,165,344.3,13,8.1,91.4,49.5,49.8,4.939,1.833,4.852,1
AST-GEN-146,Generator,1393,188,102.2,12,5.48,101.3,55.3,61.8,3.701,2.089,2.201,1
AST-IT -853,IT Server,2220,58,39.9,3,1.98,52.3,11.7,51.8,0.692,0.644,0.539,0
AST-IT -895,IT Server,1168,192,23.3,6,4.71,69.9,27.9,33.0,2.195,2.133,0.598,1
AST-MED-784,Medical,2399,4,43.0,9,2.07,53.2,6.1,44.7,0.735,0.044,0.538,0
AST-LAB-753,Lab Equipment,301,211,4.3,1,5.85,65.9,21.3,56.8,2.574,2.344,0.429,0
AST-IT -596,IT Server,2388,225,60.2,13,5.95,73.4,29.6,32.0,2.909,2.5,0.756,1
AST-WAT-379,Water Pump,1408,40,13.1,8,3.26,71.2,39.1,46.8,1.549,0.444,0.279,0
AST-HVA-314,HVAC,1515,100,73.0,7,4.51,61.0,31.8,63.5,1.836,1.111,1.446,0
AST-IT -113,IT Server,1253,82,3.9,7,1.05,53.0,14.6,40.0,0.371,0.911,0.093,0
AST-LAB-309,Lab Equipment,1479,193,109.1,10,6.73,71.8,24.6,48.1,3.225,2.144,2.213,1
AST-WAT-807,Water Pump,2045,77,116.6,13,3.97,72.7,28.1,81.9,1.924,0.856,1.711,0
AST-HVA-686,HVAC,1348,128,22.4,9,3.41,52.9,28.0,39.3,1.204,1.422,0.499,0
AST-GEN-686,Generator,1058,174,31.9,7,6.29,88.9,48.4,71.5,3.724,1.933,0.905,1
AST-MED-698,Medical,2276,12,15.6,13,2.08,40.8,8.5,29.7,0.565,0.133,0.206,0
AST-LAB-101,Lab Equipment,720,184,58.0,5,4.83,67.7,18.2,28.9,2.178,2.044,2.417,1
AST-MED-250,Medical,211,206,10.5,1,5.25,64.4,17.9,56.5,2.252,2.289,1.493,1
AST-HVA-462,HVAC,2202,154,83.1,12,4.38,78.0,23.2,33.2,2.278,1.711,1.132,0
AST-GEN-440,Generator,2162,72,97.6,9,4.53,75.7,42.2,69.8,2.288,0.8,1.354,1
AST-WAT-117,Water Pump,1949,49,7.1,11,3.83,53.2,33.1,46.5,1.359,0.544,0.109,0
AST-GEN-141,Generator,961,25,27.0,6,3.38,64.3,41.6,37.7,1.447,0.278,0.843,0
AST-LAB-780,Lab Equipment,1913,121,44.2,6,3.33,49.8,19.2,49.0,1.105,1.344,0.693,0
AST-LAB-571,Lab Equipment,1515,157,20.2,10,4.42,59.3,17.7,39.4,1.749,1.744,0.4,0
AST-HVA-772,HVAC,1294,18,21.8,5,2.03,51.9,19.6,53.1,0.7,0.2,0.505,0
AST-LAB-855,Lab Equipment,1124,233,11.2,5,5.28,76.9,23.4,45.3,2.707,2.589,0.299,1
AST-ELE-262,Elevator,855,1,20.2,4,3.7,58.1,26.4,58.1,1.435,0.011,0.709,0
AST-WAT-841,Water Pump,558,215,17.3,5,6.83,91.4,40.9,64.6,4.158,2.389,0.93,1
AST-WAT-756,Water Pump,2159,224,119.5,15,6.46,87.8,41.6,53.2,3.781,2.489,1.66,1
AST-IT -925,IT Server,1162,28,44.4,17,1.81,53.0,14.5,61.9,0.639,0.311,1.146,0
AST-GEN-350,Generator,930,44,2.6,3,1.56,67.2,52.3,46.4,0.698,0.489,0.084,0
AST-LAB-131,Lab Equipment,1506,185,4.7,7,4.4,76.5,21.2,57.0,2.243,2.056,0.094,0
AST-ELE-737,Elevator,1176,43,141.6,11,3.62,67.4,28.6,43.9,1.628,0.478,3.612,1
AST-WAT-592,Water Pump,1228,238,44.5,5,7.02,107.3,49.9,42.0,5.027,2.644,1.087,1
AST-HVA-969,HVAC,1846,50,14.5,11,2.92,64.0,19.2,49.0,1.247,0.556,0.236,0
AST-LAB-512,Lab Equipment,774,216,2.8,1,5.39,68.4,25.2,70.0,2.457,2.4,0.109,0
AST-ELE-757,Elevator,384,96,7.6,2,3.69,70.8,30.4,43.6,1.74,1.067,0.594,0
AST-WAT-642,Water Pump,399,120,18.7,2,4.69,65.5,32.4,54.5,2.049,1.333,1.406,0
AST-GEN-401,Generator,630,227,12.5,3,6.54,94.0,57.9,36.2,4.101,2.522,0.595,1
AST-MED-941,Medical,1422,145,68.8,13,4.2,54.1,13.5,42.2,1.516,1.611,1.451,1
AST-IT -661,IT Server,2461,215,75.5,9,6.31,76.6,23.8,59.9,3.222,2.389,0.92,1
AST-LAB-256,Lab Equipment,994,35,4.3,4,1.92,55.7,15.3,44.4,0.712,0.389,0.13,0
AST-GEN-325,Generator,1970,31,20.8,13,2.76,76.0,57.9,54.0,1.401,0.344,0.317,0
AST-IT -693,IT Server,140,39,6.5,1,0.94,51.1,18.3,61.3,0.321,0.433,1.393,0
AST-GEN-582,Generator,2377,15,168.1,15,6.62,72.5,33.1,59.8,3.202,0.167,2.122,1
AST-WAT-915,Water Pump,1784,81,30.3,8,3.74,61.1,40.1,41.2,1.522,0.9,0.51,0
AST-WAT-918,Water Pump,2250,161,26.0,11,5.59,79.0,40.7,35.9,2.946,1.789,0.347,1
AST-HVA-787,HVAC,2291,72,46.8,10,2.91,38.9,21.5,65.2,0.753,0.8,0.613,0
AST-LAB-694,Lab Equipment,1352,181,65.1,12,4.66,70.5,19.6,55.1,2.187,2.011,1.445,1
AST-ELE-910,Elevator,1853,108,181.4,15,3.95,72.1,28.2,49.0,1.901,1.2,2.937,1
AST-MED-307,Medical,2460,135,11.6,16,2.98,54.4,11.4,67.3,1.082,1.5,0.141,1
AST-WAT-999,Water Pump,2260,139,90.5,7,5.66,98.6,38.9,44.2,3.723,1.544,1.201,1
AST-HVA-963,HVAC,1883,192,11.2,10,6.35,76.8,30.4,54.2,3.252,2.133,0.178,1
AST-IT -167,IT Server,1474,150,134.3,14,4.11,67.0,18.7,57.0,1.834,1.667,2.733,1
AST-LAB-716,Lab Equipment,267,143,2.7,1,2.85,47.2,17.2,41.3,0.899,1.589,0.303,0
AST-MED-622,Medical,1629,43,215.2,8,2.86,44.4,10.7,55.0,0.848,0.478,3.963,1
AST-IT -315,IT Server,2100,68,28.3,11,1.66,40.4,17.4,56.7,0.448,0.756,0.404,0
AST-LAB-520,Lab Equipment,871,135,11.9,6,3.26,48.1,17.6,80.3,1.046,1.5,0.41,0
AST-GEN-117,Generator,1991,103,22.9,12,2.53,84.2,37.2,62.1,1.422,1.144,0.345,1
AST-GEN-707,Generator,1664,175,1.8,5,6.3,92.1,58.8,47.2,3.868,1.944,0.032,1
AST-HVA-746,HVAC,2498,8,77.6,12,3.74,51.0,21.9,42.2,1.27,0.089,0.932,0
AST-MED-855,Medical,391,141,20.4,2,2.51,48.0,12.6,41.9,0.802,1.567,1.565,0
AST-IT -202,IT Server,663,238,3.2,3,5.55,74.8,29.6,38.2,2.769,2.644,0.145,1
AST-WAT-652,Water Pump,2172,165,74.5,14,6.15,86.0,37.7,55.2,3.523,1.833,1.029,1
AST-ELE-902,Elevator,432,131,73.8,3,3.06,71.1,31.5,49.1,1.45,1.456,5.125,0
AST-WAT-927,Water Pump,138,167,9.1,1,5.03,64.4,44.3,60.9,2.157,1.856,1.978,0
AST-HVA-511,HVAC,1619,184,4.0,11,4.63,78.2,26.1,48.6,2.411,2.044,0.074,0
AST-IT -137,IT Server,515,13,3.1,5,0.92,40.4,16.3,44.5,0.247,0.144,0.181,0
AST-GEN-324,Generator,2000,200,2.4,11,6.26,90.8,53.2,24.8,3.789,2.222,0.036,1
AST-IT -247,IT Server,1617,142,2.3,7,2.78,53.0,22.4,29.2,0.983,1.578,0.043,0
AST-GEN-329,Generator,1155,232,126.4,7,7.64,116.8,51.1,38.0,5.948,2.578,3.283,1
AST-ELE-969,Elevator,1818,170,17.5,7,3.67,78.2,38.7,44.9,1.915,1.889,0.289,1
AST-LAB-147,Lab Equipment,1023,183,56.4,7,4.76,54.7,21.9,65.7,1.737,2.033,1.654,1
AST-LAB-602,Lab Equipment,1373,118,12.5,9,3.08,52.7,14.3,45.2,1.08,1.311,0.273,0
AST-LAB-982,Lab Equipment,2154,201,98.3,8,6.42,90.1,19.0,40.8,3.855,2.233,1.369,1
AST-GEN-295,Generator,1415,91,81.4,8,3.07,68.2,42.1,51.9,1.398,1.011,1.726,0
AST-HVA-919,HVAC,2024,114,84.0,15,4.93,50.4,25.5,42.1,1.658,1.267,1.245,1
AST-HVA-884,HVAC,729,216,9.6,2,5.88,80.7,30.3,48.7,3.16,2.4,0.395,1
AST-GEN-202,Generator,1352,85,30.9,11,3.36,68.4,50.9,45.5,1.533,0.944,0.686,0
AST-HVA-797,HVAC,1333,113,6.2,7,3.27,64.8,29.5,48.8,1.412,1.256,0.14,0
AST-HVA-466,HVAC,550,165,6.8,4,4.48,65.9,27.3,57.3,1.966,1.833,0.371,1
AST-LAB-732,Lab Equipment,941,133,35.1,4,3.06,48.3,13.8,65.1,0.985,1.478,1.119,0
AST-WAT-386,Water Pump,1108,12,85.7,7,4.57,76.7,33.7,48.4,2.333,0.133,2.32,1
AST-IT -650,IT Server,887,27,23.8,3,1.14,41.2,12.8,64.1,0.312,0.3,0.805,0
AST-MED-165,Medical,1293,228,1.5,5,6.1,63.6,19.0,29.5,2.587,2.533,0.035,1
AST-HVA-767,HVAC,449,193,9.6,3,5.68,77.1,31.0,44.2,2.92,2.144,0.641,1
AST-GEN-763,Generator,1351,218,34.2,7,5.92,94.4,41.2,50.0,3.729,2.422,0.759,1
AST-LAB-648,Lab Equipment,1848,30,132.3,12,2.79,50.2,10.7,49.2,0.934,0.333,2.148,0
AST-WAT-502,Water Pump,2216,155,40.0,17,3.59,76.5,35.4,28.9,1.832,1.722,0.542,1
AST-HVA-696,HVAC,1823,225,67.1,10,7.46,99.9,36.8,62.8,4.967,2.5,1.104,1
AST-IT -557,IT Server,2232,14,48.6,17,2.7,47.7,18.0,39.8,0.858,0.156,0.653,0
AST-GEN-337,Generator,1269,206,215.7,8,8.08,110.9,70.5,29.1,5.977,2.289,5.099,1
AST-MED-465,Medical,1776,132,31.5,7,3.25,57.5,12.6,46.5,1.247,1.467,0.532,0
AST-LAB-584,Lab Equipment,2383,208,82.9,20,6.14,67.9,21.3,44.0,2.779,2.311,1.044,1
AST-WAT-337,Water Pump,1763,186,2.6,9,5.47,90.9,39.7,32.2,3.316,2.067,0.044,1
AST-MED-933,Medical,118,17,0.0,0,1.07,34.2,6.4,59.6,0.244,0.189,0.0,0
AST-GEN-727,Generator,1337,123,52.6,11,3.4,83.3,37.1,54.3,1.892,1.367,1.18,1
AST-LAB-618,Lab Equipment,883,223,0.9,2,5.77,71.3,21.1,63.5,2.742,2.478,0.031,1
AST-IT -610,IT Server,1529,116,56.7,10,2.85,59.5,13.5,58.4,1.133,1.289,1.112,0
AST-GEN-715,Generator,633,170,13.8,6,5.24,81.9,47.8,58.4,2.863,1.889,0.654,1
AST-HVA-621,HVAC,1641,144,2.2,16,3.28,73.0,26.1,47.0,1.595,1.6,0.04,0
AST-GEN-827,Generator,184,35,19.3,2,2.66,68.9,63.2,41.8,1.224,0.389,3.147,0
AST-HVA-439,HVAC,2320,95,127.1,16,3.34,55.9,20.1,44.3,1.243,1.056,1.644,0
AST-ELE-411,Elevator,700,211,19.1,3,5.36,77.6,41.6,67.4,2.772,2.344,0.819,1
AST-GEN-407,Generator,400,97,2.3,2,2.06,83.7,45.8,32.7,1.148,1.078,0.172,0
AST-ELE-481,Elevator,312,141,20.5,2,3.78,62.9,28.2,65.6,1.585,1.567,1.971,0
AST-ELE-360,Elevator,2231,64,2.9,11,2.31,63.2,29.3,55.0,0.974,0.711,0.039,0
AST-WAT-498,Water Pump,128,120,46.4,2,3.29,64.5,35.8,27.7,1.417,1.333,10.875,0
AST-MED-398,Medical,1604,217,13.3,12,5.04,74.5,17.4,46.5,2.506,2.411,0.249,1
AST-MED-498,Medical,753,187,7.6,4,4.19,56.5,15.0,44.8,1.58,2.078,0.303,0
AST-ELE-747,Elevator,2374,92,86.0,15,3.11,79.9,37.3,33.7,1.655,1.022,1.087,1
AST-ELE-184,Elevator,2024,69,49.7,8,2.74,78.4,28.1,62.8,1.431,0.767,0.737,0
AST-IT -217,IT Server,1769,17,18.2,10,1.75,52.8,14.1,44.7,0.616,0.189,0.309,0
AST-MED-113,Medical,691,230,5.8,5,5.27,66.3,19.4,46.2,2.328,2.556,0.252,1
AST-IT -780,IT Server,415,104,30.7,3,1.74,48.0,13.0,60.8,0.556,1.156,2.219,0
AST-HVA-761,HVAC,1204,229,7.9,4,6.61,76.0,30.8,38.4,3.349,2.544,0.197,0
AST-GEN-906,Generator,1258,215,17.3,8,7.07,88.5,64.4,65.7,4.17,2.389,0.413,1
AST-LAB-495,Lab Equipment,269,181,27.3,4,4.67,64.8,24.1,45.4,2.018,2.011,3.045,0
AST-WAT-675,Water Pump,863,178,28.2,5,7.01,80.2,34.7,59.0,3.747,1.978,0.98,1
AST-LAB-394,Lab Equipment,135,189,0.0,0,4.47,53.3,22.7,51.2,1.588,2.1,0.0,0
AST-IT -929,IT Server,543,138,39.3,7,2.95,60.6,17.6,31.6,1.194,1.533,2.171,0
AST-ELE-752,Elevator,1018,52,6.1,5,3.63,64.9,25.5,45.8,1.571,0.578,0.18,0
AST-HVA-931,HVAC,650,109,68.8,4,3.43,59.5,22.9,51.2,1.361,1.211,3.175,0
AST-ELE-456,Elevator,151,148,0.0,0,3.38,81.6,28.4,56.0,1.837,1.644,0.0,0
AST-IT -493,IT Server,796,30,7.4,6,1.22,42.1,16.1,52.3,0.341,0.333,0.279,0
AST-GEN-525,Generator,1574,116,1.5,13,3.92,82.9,36.2,52.8,2.17,1.289,0.029,0
AST-IT -864,IT Server,1576,107,199.2,12,3.01,62.9,17.6,31.6,1.261,1.189,3.792,1
AST-HVA-101,HVAC,601,81,7.6,3,2.47,52.6,21.0,38.5,0.869,0.9,0.379,0
AST-GEN-384,Generator,742,208,7.7,4,5.38,105.6,50.0,32.0,3.789,2.311,0.311,0
AST-HVA-237,HVAC,554,35,65.6,6,1.67,59.8,17.7,26.1,0.667,0.389,3.552,0
AST-GEN-375,Generator,2440,140,162.9,16,6.81,86.6,55.0,46.6,3.93,1.556,2.003,1
AST-GEN-842,Generator,1822,109,6.6,7,3.0,81.5,37.3,53.4,1.632,1.211,0.109,0
AST-LAB-599,Lab Equipment,1496,159,42.4,7,4.17,52.4,18.1,30.9,1.454,1.767,0.85,0
AST-HVA-585,HVAC,1882,158,56.9,13,4.55,72.5,21.1,62.2,2.197,1.756,0.907,1
AST-GEN-750,Generator,1276,71,44.4,11,2.4,69.7,51.2,48.1,1.117,0.789,1.044,0
AST-HVA-380,HVAC,1233,7,4.1,7,2.66,49.4,22.3,52.2,0.876,0.078,0.1,0
AST-GEN-351,Generator,1465,17,20.7,7,2.31,87.5,39.6,45.9,1.345,0.189,0.424,0
AST-WAT-504,Water Pump,1506,112,0.2,5,3.82,72.2,35.8,81.2,1.84,1.244,0.004,0
AST-GEN-989,Generator,1573,209,54.8,10,7.22,106.6,62.1,46.4,5.134,2.322,1.045,1
AST-IT -492,IT Server,1038,126,45.8,5,2.49,57.9,16.3,31.0,0.962,1.4,1.324,0
AST-LAB-323,Lab Equipment,302,146,4.0,1,2.83,53.0,15.9,58.2,1.002,1.622,0.397,0
AST-WAT-465,Water Pump,1592,229,69.6,8,8.85,77.9,45.0,69.3,4.597,2.544,1.312,1
AST-MED-464,Medical,2416,195,59.0,17,5.79,63.1,17.1,59.7,2.436,2.167,0.733,1
AST-GEN-597,Generator,1826,97,24.1,7,2.71,75.5,40.1,52.1,1.365,1.078,0.396,0
AST-MED-931,Medical,409,77,9.1,4,1.46,36.7,8.7,71.1,0.357,0.856,0.667,0
AST-HVA-321,HVAC,2272,83,26.0,17,3.01,65.6,17.1,29.4,1.317,0.922,0.343,1
AST-GEN-860,Generator,1400,88,131.3,11,3.49,85.6,47.3,56.4,1.994,0.978,2.814,1
AST-ELE-313,Elevator,1140,200,44.3,6,5.24,83.0,32.0,55.4,2.9,2.222,1.166,1
AST-ELE-361,Elevator,2280,103,44.1,12,4.26,61.0,27.2,58.6,1.735,1.144,0.58,0
AST-GEN-646,Generator,2225,59,64.2,16,4.0,66.1,46.4,39.5,1.764,0.656,0.866,0
AST-MED-580,Medical,1017,60,25.1,6,1.37,49.4,5.8,57.8,0.452,0.667,0.74,0
AST-MED-382,Medical,1578,188,66.4,11,4.97,69.3,16.3,40.6,2.298,2.089,1.262,1
AST-HVA-482,HVAC,2005,75,10.8,15,2.39,59.5,17.8,47.2,0.947,0.833,0.162,0
AST-GEN-252,Generator,1494,24,23.3,5,1.88,68.1,47.5,46.1,0.856,0.267,0.468,0
AST-ELE-900,Elevator,2439,118,51.0,10,5.55,70.2,30.8,33.3,2.598,1.311,0.627,1
AST-LAB-703,Lab Equipment,1327,55,25.3,13,1.77,50.9,11.4,35.2,0.6,0.611,0.572,0
AST-WAT-804,Water Pump,63,75,0.0,0,1.38,61.9,34.0,49.8,0.568,0.833,0.0,0
AST-MED-392,Medical,1028,113,34.1,5,3.17,48.0,11.1,34.2,1.013,1.256,0.995,0
AST-LAB-535,Lab Equipment,418,132,6.1,2,3.16,53.3,15.7,66.3,1.124,1.467,0.438,0
AST-ELE-641,Elevator,1561,129,3.2,15,3.92,68.6,34.4,55.5,1.793,1.433,0.061,1
AST-HVA-840,HVAC,2225,123,167.4,8,5.08,73.5,25.6,58.4,2.488,1.367,2.257,1
AST-HVA-419,HVAC,874,150,5.6,6,4.09,61.0,22.8,79.6,1.665,1.667,0.192,1
AST-HVA-166,HVAC,1054,59,10.7,6,2.04,50.8,20.8,58.6,0.689,0.656,0.305,0
AST-IT -522,IT Server,729,162,16.9,6,3.21,68.0,19.1,59.7,1.457,1.8,0.695,1
AST-WAT-115,Water Pump,2020,205,4.3,10,4.67,81.7,44.1,50.1,2.543,2.278,0.064,1
AST-IT -567,IT Server,428,12,26.1,2,1.31,56.2,14.3,34.7,0.491,0.133,1.829,0
AST-LAB-746,Lab Equipment,2178,82,13.3,12,2.4,42.5,8.1,56.4,0.68,0.911,0.183,0
AST-GEN-438,Generator,1890,215,1.7,8,6.42,103.0,52.8,57.0,4.407,2.389,0.027,1
AST-ELE-661,Elevator,39,37,0.0,0,2.0,65.3,32.8,51.4,0.871,0.411,0.0,0
AST-WAT-692,Water Pump,840,63,74.9,7,5.5,70.8,28.9,40.7,2.594,0.7,2.675,0
AST-ELE-173,Elevator,1554,68,50.7,9,2.84,67.4,31.0,51.7,1.277,0.756,0.979,0
AST-ELE-300,Elevator,80,104,0.0,0,2.51,58.3,30.9,57.3,0.974,1.156,0.0,0
AST-GEN-299,Generator,252,48,6.7,1,1.98,54.6,51.7,64.3,0.72,0.533,0.798,0
AST-LAB-995,Lab Equipment,1403,166,19.6,7,4.31,64.3,13.5,47.8,1.851,1.844,0.419,0
AST-MED-812,Medical,107,173,6.5,1,3.69,58.4,16.1,42.3,1.437,1.922,1.822,0
AST-WAT-241,Water Pump,718,74,23.2,2,3.75,62.3,30.6,72.9,1.557,0.822,0.969,0
AST-HVA-396,HVAC,658,7,22.4,3,2.08,43.6,21.7,39.8,0.605,0.078,1.021,0
AST-LAB-137,Lab Equipment,452,81,5.8,3,1.79,46.8,7.7,45.9,0.557,0.9,0.385,0
AST-MED-856,Medical,2441,145,99.0,15,4.77,58.6,11.7,29.0,1.865,1.611,1.217,1
AST-HVA-980,HVAC,1675,109,4.0,11,3.24,63.8,19.1,55.8,1.376,1.211,0.072,0
AST-GEN-969,Generator,2157,37,39.4,11,2.97,69.6,44.9,40.6,1.377,0.411,0.548,0
